review_id,order_id,enreview,delivery,product,service,delivery_sent,product_sent,service_sent
3c816cad8d7d6cab27026b50b3ab3204,303cefa0f5b9ed6af793756df252eff5,i loved the product,none,i loved the product,none,0,1,0
2f82f651217a22ff36a4912e492b8e85,7b5781a478434239a4f7a1d32292b159,the backpack is good for the price,none,the backpack is good for the price,none,0,1,0
fda600b5a2e7e4572a45658343130e8a,9b7a83861460257909d451bdab55a720,the product arrived before the deadline and exactly as i expected i recommend,the product arrived before the deadline,none,none,1,0,0
d55c91377456654f612ccac8d565adda,294fd0f1d32fff9fcd8195f1d778d192,excellent i 'm very satisfied congratulations,none,excellent i 'm very satisfied congratulations,excellent i 'm very satisfied congratulations,0,1,1
e0d45295ba3e8bf652fecec118af4fde,767f00750341a13761a30bb3d0447229,the product works well the buttons are a bit hard delivery took a while due to the end of the year but i have already bought other products and the delivery quality is good,delivery took a while due to the end of the year but i have already bought other products and the delivery quality is good,the product works well,none,1,1,0
c8fd9bc725523db8edc6028bfc48d0f8,926282951ac5113c0a44287b4a30d5bf,very good service fast and accurate,none,very good service,very good service fast and accurate,0,1,1
9f36a3c529f6af1cbb3965487ac85c7b,9797613eed6fac4314c4d5c9132c7ff4,i have some doubts because this purchase arrived on time but there is an older one that has not yet arrived so i ca n't evaluate it very well yet,this purchase arrived on time,none,none,1,0,0
d765064065d3c324c90f7e24ed6e0d12,ec082d3ffd103096f9274b6247217ff9,incomplete delivery i bought items a sleeping net and a table with children 's chairs i only received the net,incomplete delivery,sleeping net and a table with children 's chairs,none,-1,1,0
970d116dff1c32cf15efb6cc4b92dcc7,d67fdefdd78c824692a1f0cab56e71c5,the pendant is beautiful bright red just like in the photo but the aluminum is very thin and fragile if i had seen the material before i probably would not have chosen it,none,the pendant is beautiful bright red just like in the photo,none,0,1,0
d93fca76c7c43c1e8dfb767524c6e75f,6942ea6db4b222852aa2e7efcf95bc06,i have not received the product due to the fire at the postal office in indaiatuba são paulo,fire at the postal office in indaiatuba são paulo,none,none,-1,0,0
09bbc18c80da90518df66e2b67d5cd4c,90168dcfab7b04546b03342f246250e0,the product is bad i did n't expect the watch to be like this i expected the watch to have an open screen not a closed one the led is very weak not as visible as in the picture i hated the watch,none,the product is bad,none,0,-1,0
74e1476df692cc9ac641846c13d81af6,be7a9c3e520e513bf7de720ea2d85463,i indicate correct product of quality and shipped well before the deadline i recommend,none,none,none,0,0,0
bf57688bdabcbd44087aadfc2af13b06,3668a28064ef9032629644a5a53e0bf9,i do not recommend i bought one model of watch and another totally different one came,none,none,none,0,0,0
ab47c26aa90c1758134c77bebe6cdef1,cf82b80e79a66336306b0c6c151f64ef,i do not recommend i have not received the product yet,none,none,none,0,0,0
3aa725d1ae40668294f8a90e9623721b,0b29af0ace8656af84d2a20b635e697b,delivery made on time,delivery,none,none,1,0,0
b0900f625c78268dcbd100da0594b60b,a7982d7c8e5f1fde0c06a1e958487a19,they delivered a shaker different from the advertisement all dirty and dusty and it leaks a lot of whey during mixing,none,shaker different from the advertisement all dirty and dusty and it leaks a lot of whey during mixing,none,0,-1,0
6b15d200f47b4e13b03d237fd0b1894e,b78daf077b6b98f10302642e4c657877,i liked the product it arrived on time the sellers are to be congratulated,none,i liked the product,i liked the product it arrived on time the sellers are to be congratulated,0,1,1
7609c5ab68a348bd3f3cc7b72036dd6f,b72bbd4502484b848fd005ad2511a685,fast delivery and the product is as expected i recommend,fast delivery,the product is as expected,none,1,1,0
a8fadf675415935a325cafd820a4c58c,3598211db755ee86a39eb09bbb4d4365,the cookware set is beautiful and very good only one of the frying pans released some paint dots but the rest is perfect,none,the cookware set is beautiful and very good,none,0,1,0
13da34a551d32ad02b4f7ff53a0cc500,8a1afda75a802a8a5dd950aa81756f49,i loved my product everything was in order and on time,none,i loved my product,i loved my product everything was in order and on time,0,1,1
2b76a807f1a34d80148fa3c5bc4ca71c,1e2b316a698bd9c867c536b99355d37d,i did not receive the product,none,none,none,0,0,0
b68c110f3707f1ea81421b8136153a13,fd5b9b48b02b126417d2c44352c783bb,perfect fast delivery and great product,fast delivery,great product,none,1,1,0
3c293278ce3834899089bab430de46a8,1a945a3b76b7ad9955320a6a9000b567,the product arrived within the deadline but the website takes a while to update the progress of the purchase,the product arrived within the deadline,none,none,1,0,0
19bede7c5c1b2ef2b85f4ba698c1cf54,bd50a7fe9fd97ea4b7663031a319e150,i received before the deadline everything arrived correctly excellent storekeeper quality product,everything arrived correctly,correctly excellent storekeeper quality product,i received before the deadline everything arrived correctly excellent storekeeper quality product,1,1,1
